time_ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
7270,77,107,182,244,1,0,0,0
7280,75,108,183,245,1,0,0,0
7290,73,109,184,245,1,0,0,0
7300,71,110,185,245,1,0,0,0
7310,70,110,186,245,1,0,0,0
7320,68,111,187,246,1,0,0,0
7330,66,112,188,246,1,0,0,0
7340,64,113,189,246,1,0,0,0
7350,63,114,190,246,1,0,0,0
7360,61,115,191,247,1,0,0,0
7370,59,116,192,247,1,0,0,0
7380,57,116,193,247,1,0,0,0
7390,56,117,194,247,1,0,0,0
7400,54,118,194,248,1,0,0,0
7410,53,119,195,248,1,0,0,0
7420,51,120,196,248,1,0,0,0
7430,49,121,197,248,1,0,0,0
7440,48,122,198,249,1,0,0,0
7450,46,122,199,249,1,0,0,0
7460,45,123,200,249,1,0,0,0
7470,43,124,201,249,1,0,0,0
7480,42,125,202,249,1,0,0,0
7490,40,126,203,250,1,0,0,0
7500,39,127,204,250,1,0,0,0
7510,37,128,205,250,1,0,0,0
7520,36,128,206,250,1,0,0,0
7530,35,129,207,250,1,0,0,0
7540,33,130,208,251,1,0,0,0
7550,32,131,209,251,1,0,0,0
7560,31,132,210,251,1,0,0,0
7570,29,133,211,251,1,0,0,0
7580,28,133,212,251,1,0,0,0
7590,27,134,213,252,1,0,0,0
7600,26,135,214,252,1,0,0,0
7610,24,136,215,252,1,0,0,0
7620,23,137,216,252,1,0,0,0
7630,22,138,217,252,1,0,0,0
7640,21,139,218,252,1,0,0,0
7650,20,139,219,252,1,0,0,0
7660,19,140,220,253,1,0,0,0
7670,18,141,221,253,1,0,0,0
7680,17,142,222,253,1,0,0,0
7690,16,143,223,253,1,0,0,0
7700,15,144,224,253,1,0,0,0
7710,14,144,225,253,1,0,0,0
7720,13,145,226,253,1,0,0,0
7730,12,146,227,253,1,0,0,0
7740,11,147,228,254,1,0,0,0
7750,10,148,229,254,1,0,0,0
7760,10,149,230,254,1,0,0,0
7770,9,150,231,254,1,0,0,0
7780,8,150,232,254,1,0,0,0
7790,8,151,233,254,1,0,0,0
7800,7,152,234,254,1,0,0,0
7810,6,153,235,254,1,0,0,0
7820,6,154,236,254,1,0,0,0
7830,5,155,237,254,1,0,0,0
7840,5,156,238,254,1,0,0,0
7850,4,156,239,254,1,0,0,0
7860,4,157,240,255,1,0,0,0
7870,3,158,241,255,1,0,0,0
7880,3,159,242,255,1,0,0,0
7890,2,160,243,255,1,0,0,0
7900,2,161,244,255,1,0,0,0
7910,2,162,245,255,1,0,0,0
7920,1,162,246,255,1,0,0,0
7930,1,163,247,255,1,0,0,0
7940,1,164,248,255,1,0,0,0
7950,1,165,249,255,1,0,0,0
7960,0,166,250,255,1,0,0,0
7970,0,167,251,255,1,0,0,0
7980,0,167,252,255,1,0,0,0
7990,0,168,253,255,1,0,0,0
8000,0,169,254,255,1,0,0,0
8010,0,170,254,255,1,0,0,0
8020,0,171,254,255,1,0,0,0
8030,0,172,254,255,1,0,0,0
8040,0,173,254,255,1,0,0,0
8050,0,173,254,255,1,0,0,0
8060,0,174,254,255,1,0,0,0
8070,0,175,254,255,1,0,0,0
8080,1,176,254,255,1,0,0,0
8090,1,177,254,255,1,0,0,0
8100,1,178,254,255,1,0,0,0
8110,1,178,254,255,1,0,0,0
8120,2,179,254,255,1,0,0,0
8130,2,180,254,255,1,0,0,0
8140,2,181,254,255,1,0,0,0
8150,3,182,254,255,1,0,0,0
8160,3,183,254,255,1,0,0,0
8170,4,184,254,255,1,0,0,0
8180,4,184,254,255,1,0,0,0
8190,5,185,254,255,1,0,0,0
8200,5,186,254,255,1,0,0,0
8210,6,187,254,255,1,0,0,0
8220,6,188,254,255,1,0,0,0
8230,7,189,254,255,1,0,0,0
8240,8,190,254,255,1,0,0,0
8250,8,190,254,255,1,0,0,0
8260,9,191,254,255,1,0,0,0
8270,10,192,254,255,1,0,0,0
8280,10,193,254,255,1,0,0,0
8290,11,194,254,255,1,0,0,0
8300,12,195,254,255,1,0,0,0
8310,13,196,254,255,1,0,0,0
8320,14,196,254,255,1,0,0,0
8330,15,197,254,255,1,0,0,0
8340,16,198,254,255,1,0,0,0
8350,17,199,254,255,1,0,0,0
8360,18,200,254,255,1,0,0,0
8370,19,201,254,255,1,0,0,0
8380,20,201,254,255,1,0,0,0
8390,21,202,254,255,1,0,0,0
8400,22,203,254,255,1,0,0,0
8410,23,204,254,255,1,0,0,0
8420,24,205,254,255,1,0,0,0
8430,26,206,254,255,1,0,0,0
8440,27,207,254,255,1,0,0,0
8450,28,207,254,255,1,0,0,0
8460,29,208,254,255,1,0,0,0
8470,31,209,254,255,1,0,0,0
8480,32,210,254,255,1,0,0,0
8490,33,211,254,255,1,0,0,0
8500,35,212,254,255,1,0,0,0
8510,36,212,254,255,1,0,0,0
8520,37,213,254,255,1,0,0,0
8530,39,214,254,255,1,0,0,0
8540,40,215,254,255,1,0,0,0
8550,42,216,254,255,1,0,0,0
8560,43,217,254,255,1,0,0,0
8570,45,218,254,255,1,0,0,0
8580,46,218,254,255,1,0,0,0
8590,48,219,254,255,1,0,0,0
8600,49,220,254,255,1,0,0,0
8610,51,221,254,255,1,0,0,0
8620,53,222,254,255,1,0,0,0
8630,54,223,254,255,1,0,0,0
8640,56,224,254,255,1,0,0,0
8650,57,224,254,255,1,0,0,0
8660,59,225,254,255,1,0,0,0
8670,61,226,254,255,1,0,0,0
8680,63,227,254,255,1,0,0,0
8690,64,228,254,255,1,0,0,0
8700,66,229,254,255,1,0,0,0
8710,68,230,254,255,1,0,0,0
8720,70,230,254,255,1,0,0,0
8730,71,231,254,255,1,0,0,0
8740,73,232,254,255,1,0,0,0
8750,75,233,254,255,1,0,0,0
8760,77,234,254,255,1,0,0,0
8770,79,235,254,255,1,0,0,0
8780,81,235,254,255,1,0,0,0
8790,82,236,254,255,1,0,0,0
8800,84,237,254,255,1,0,0,0
8810,86,238,254,255,1,0,0,0
8820,88,239,254,255,1,0,0,0
8830,90,240,254,255,1,0,0,0
8840,92,241,254,255,1,0,0,0
8850,94,241,254,255,1,0,0,0
8860,96,242,254,255,1,0,0,0
8870,98,243,254,255,1,0,0,0
8880,100,244,254,255,1,0,0,0
8890,102,245,254,255,1,0,0,0
8900,104,246,254,255,1,0,0,0
8910,106,246,254,255,1,0,0,0
8920,108,247,254,255,1,0,0,0
8930,110,248,254,255,1,0,0,0
8940,112,249,254,255,1,0,0,0
8950,114,250,254,255,1,0,0,0
8960,116,251,254,255,1,0,0,0
8970,117,252,254,255,1,0,0,0
8980,119,252,254,255,1,0,0,0
8990,121,253,254,255,1,0,0,0
9000,123,254,254,255,1,0,0,0
9010,125,255,254,255,1,0,0,0
9020,127,254,254,255,1,0,0,0
9030,130,253,254,255,1,0,0,0
9040,132,252,254,255,1,0,0,0
9050,134,252,254,255,1,0,0,0
9060,136,251,254,255,1,0,0,0
9070,138,250,254,255,1,0,0,0
9080,139,249,254,255,1,0,0,0
9090,141,248,254,255,1,0,0,0
9100,143,247,254,255,1,0,0,0
9110,145,246,254,255,1,0,0,0
9120,147,246,254,255,1,0,0,0
9130,149,245,254,255,1,0,0,0
9140,151,244,254,255,1,0,0,0
9150,153,243,254,255,1,0,0,0
9160,155,242,254,255,1,0,0,0
9170,157,241,254,255,1,0,0,0
9180,159,241,254,255,1,0,0,0
9190,161,240,254,255,1,0,0,0
9200,163,239,254,255,1,0,0,0
9210,165,238,254,255,1,0,0,0
9220,167,237,254,255,1,0,0,0
9230,169,236,254,255,1,0,0,0
9240,171,235,254,255,1,0,0,0
9250,173,235,254,255,1,0,0,0
9260,174,234,254,255,1,0,0,0
9270,176,233,254,255,1,0,0,0
9280,178,232,254,255,1,0,0,0
9290,180,231,254,255,1,0,0,0
9300,182,230,254,255,1,0,0,0
9310,184,230,254,255,1,0,0,0
9320,185,229,254,255,1,0,0,0
9330,187,228,254,255,1,0,0,0
9340,189,227,254,255,1,0,0,0
9350,191,226,254,255,1,0,0,0
9360,192,225,254,255,1,0,0,0
9370,194,224,254,255,1,0,0,0
9380,196,224,254,255,1,0,0,0
9390,198,223,254,255,1,0,0,0
9400,199,222,254,255,1,0,0,0
9410,201,221,254,255,1,0,0,0
9420,202,220,254,255,1,0,0,0
9430,204,219,254,255,1,0,0,0
9440,206,218,254,255,1,0,0,0
9450,207,218,254,255,1,0,0,0
9460,209,217,254,255,1,0,0,0
9470,210,216,254,255,1,0,0,0
9480,212,215,254,255,1,0,0,0
9490,213,214,254,255,1,0,0,0
9500,215,213,254,255,1,0,0,0
9510,216,212,254,255,1,0,0,0
9520,218,212,254,255,1,0,0,0
9530,219,211,254,255,1,0,0,0
9540,220,210,254,255,1,0,0,0
9550,222,209,254,255,1,0,0,0
9560,223,208,254,255,1,0,0,0
9570,224,207,254,255,1,0,0,0
9580,226,207,254,255,1,0,0,0
9590,227,206,254,255,1,0,0,0
9600,228,205,254,255,1,0,0,0
9610,229,204,254,255,1,0,0,0
9620,231,203,254,255,1,0,0,0
9630,232,202,254,255,1,0,0,0
9640,233,201,254,255,1,0,0,0
9650,234,201,254,255,1,0,0,0
9660,235,200,254,255,1,0,0,0
9670,236,199,254,255,1,0,0,0
9680,237,198,254,255,1,0,0,0
9690,238,197,254,255,1,0,0,0
9700,239,196,254,255,1,0,0,0
9710,240,196,254,255,1,0,0,0
9720,241,195,254,255,1,0,0,0
9730,242,194,254,255,1,0,0,0
9740,243,193,254,255,1,0,0,0
9750,244,192,254,255,1,0,0,0
9760,245,191,254,255,1,0,0,0
9770,245,190,254,255,1,0,0,0
9780,246,190,254,255,1,0,0,0
9790,247,189,254,255,1,0,0,0
9800,247,188,254,255,1,0,0,0
9810,248,187,254,255,1,0,0,0
9820,249,186,254,255,1,0,0,0
9830,249,185,254,255,1,0,0,0
9840,250,184,254,255,1,0,0,0
9850,250,184,254,255,1,0,0,0
9860,251,183,254,255,1,0,0,0
9870,251,182,254,255,1,0,0,0
9880,252,181,254,255,1,0,0,0
9890,252,180,254,255,1,0,0,0
9900,253,179,254,255,1,0,0,0
9910,253,178,254,255,1,0,0,0
9920,253,178,254,255,1,0,0,0
9930,254,177,254,255,1,0,0,0
9940,254,176,254,255,1,0,0,0
9950,254,175,254,255,1,0,0,0
9960,254,174,254,255,1,0,0,0
9970,255,173,254,255,1,0,0,0
9980,255,173,254,255,1,0,0,0
9990,255,172,254,255,1,0,0,0
10000,255,171,254,255,1,0,0,0
10010,255,170,254,255,1,0,0,0
10020,255,169,254,255,1,0,0,0
10030,255,168,254,255,1,0,0,0
10040,255,167,254,255,1,0,0,0
10050,255,167,254,255,1,0,0,0
10060,255,166,254,255,1,0,0,0
10070,255,165,254,255,1,0,0,0
10080,254,164,254,255,1,0,0,0
10090,254,163,254,255,1,0,0,0
10100,254,162,254,255,1,0,0,0
10110,254,162,254,255,1,0,0,0
10120,253,161,254,255,1,0,0,0
10130,253,160,254,255,1,0,0,0
10140,253,159,254,255,1,0,0,0
10150,252,158,254,255,1,0,0,0
10160,252,157,254,255,1,0,0,0
10170,251,156,254,255,1,0,0,0
10180,251,156,254,255,1,0,0,0
10190,250,155,254,255,1,0,0,0
10200,250,154,254,255,1,0,0,0
10210,249,153,254,255,1,0,0,0
10220,249,152,254,255,1,0,0,0
10230,248,151,254,255,1,0,0,0
10240,247,150,254,255,1,0,0,0
10250,247,150,254,255,1,0,0,0
10260,246,149,254,255,1,0,0,0
10270,245,148,254,255,1,0,0,0
10280,245,147,254,255,1,0,0,0
10290,244,146,254,255,1,0,0,0
10300,243,145,254,255,1,0,0,0
10310,242,144,254,255,1,0,0,0
10320,241,144,254,255,1,0,0,0
10330,240,143,254,255,1,0,0,0
10340,239,142,254,255,1,0,0,0
10350,238,141,254,255,1,0,0,0
10360,237,140,254,255,1,0,0,0
10370,236,139,254,255,1,0,0,0
10380,235,139,254,255,1,0,0,0
10390,234,138,254,255,1,0,0,0
10400,233,137,254,255,1,0,0,0
10410,232,136,254,255,1,0,0,0
10420,231,135,254,255,1,0,0,0
10430,229,134,254,255,1,0,0,0
10440,228,133,254,255,1,0,0,0
10450,227,133,254,255,1,0,0,0
10460,226,132,254,255,1,0,0,0
10470,224,131,254,255,1,0,0,0
10480,223,130,254,255,1,0,0,0
10490,222,129,254,255,1,0,0,0
10500,220,128,254,255,1,0,0,0
10510,219,128,254,255,1,0,0,0
10520,218,127,254,255,1,0,0,0
10530,216,126,254,255,1,0,0,0
10540,215,125,254,255,1,0,0,0
10550,213,124,254,255,1,0,0,0
10560,212,123,254,255,1,0,0,0
10570,210,122,254,255,1,0,0,0
10580,209,122,254,255,1,0,0,0
10590,207,121,254,255,1,0,0,0
10600,206,120,254,255,1,0,0,0
10610,204,119,254,255,1,0,0,0
10620,202,118,254,255,1,0,0,0
10630,201,117,254,255,1,0,0,0
10640,199,116,254,255,1,0,0,0
10650,198,116,254,255,1,0,0,0
10660,196,115,254,255,1,0,0,0
10670,194,114,254,255,1,0,0,0
10680,192,113,254,255,1,0,0,0
10690,191,112,254,255,1,0,0,0
10700,189,111,254,255,1,0,0,0
10710,187,110,254,255,1,0,0,0
10720,185,110,254,255,1,0,0,0
10730,184,109,254,255,1,0,0,0
10740,182,108,254,255,1,0,0,0
10750,180,107,254,255,1,0,0,0
10760,178,106,254,255,1,0,0,0
10770,176,105,254,255,1,0,0,0
10780,174,105,254,255,1,0,0,0
10790,173,104,254,255,1,0,0,0
10800,171,103,254,255,1,0,0,0
10810,169,102,254,255,1,0,0,0
10820,167,101,254,255,1,0,0,0
10830,165,100,254,255,1,0,0,0
10840,163,99,254,255,1,0,0,0
10850,161,99,254,255,1,0,0,0
10860,159,98,254,255,1,0,0,0
10870,157,97,254,255,1,0,0,0
10880,155,96,254,255,1,0,0,0
10890,153,95,254,255,1,0,0,0
10900,151,94,254,255,1,0,0,0
10910,149,94,254,255,1,0,0,0
10920,147,93,254,255,1,0,0,0
10930,145,92,254,255,1,0,0,0
10940,143,91,254,255,1,0,0,0
10950,141,90,254,255,1,0,0,0
10960,139,89,254,255,1,0,0,0
10970,138,88,254,255,1,0,0,0
10980,136,88,254,255,1,0,0,0
10990,134,87,254,255,1,0,0,0
11000,132,86,254,255,1,0,0,0
11010,130,85,254,255,1,0,0,0
11020,128,84,254,255,1,0,0,0
11030,125,83,254,255,1,0,0,0
11040,123,82,254,255,1,0,0,0
11050,121,82,254,255,1,0,0,0
11060,119,81,254,255,1,0,0,0
11070,117,80,254,255,1,0,0,0
11080,116,79,254,255,1,0,0,0
11090,114,78,254,255,1,0,0,0
11100,112,77,254,255,1,0,0,0
11110,110,76,254,255,1,0,0,0
11120,108,76,254,255,1,0,0,0
11130,106,75,254,255,1,0,0,0
11140,104,74,254,255,1,0,0,0
11150,102,73,254,255,1,0,0,0
11160,100,72,254,255,1,0,0,0
11170,98,71,254,255,1,0,0,0
11180,96,71,254,255,1,0,0,0
11190,94,70,254,255,1,0,0,0
11200,92,69,254,255,1,0,0,0
11210,90,68,254,255,1,0,0,0
11220,88,67,254,255,1,0,0,0
11230,86,66,254,255,1,0,0,0
11240,84,65,254,255,1,0,0,0
11250,82,65,254,255,1,0,0,0
11260,81,64,254,255,1,0,0,0
11270,79,63,254,255,1,0,0,0
11280,77,62,254,255,1,0,0,0
11290,75,61,254,255,1,0,0,0
11300,73,60,254,255,1,0,0,0
11310,71,60,254,255,1,0,0,0
11320,70,59,254,255,1,0,0,0
11330,68,58,254,255,1,0,0,0
11340,66,57,254,255,1,0,0,0
11350,64,56,254,255,1,0,0,0
11360,63,55,254,255,1,0,0,0
11370,61,54,254,255,1,0,0,0
11380,59,54,254,255,1,0,0,0
11390,57,53,254,255,1,0,0,0
11400,56,52,254,255,1,0,0,0
11410,54,51,254,255,1,0,0,0
11420,53,50,254,255,1,0,0,0
11430,51,49,254,255,1,0,0,0
11440,49,48,254,255,1,0,0,0
11450,48,48,254,255,1,0,0,0
11460,46,47,254,255,1,0,0,0
11470,45,46,254,255,1,0,0,0
11480,43,45,254,255,1,0,0,0
11490,42,44,254,255,1,0,0,0
11500,40,43,254,255,1,0,0,0
11510,39,42,254,255,1,0,0,0
11520,37,42,254,255,1,0,0,0
11530,36,41,254,255,1,0,0,0
11540,35,40,254,255,1,0,0,0
11550,33,39,254,255,1,0,0,0
11560,32,38,254,255,1,0,0,0
11570,31,37,254,255,1,0,0,0
11580,29,37,254,255,1,0,0,0
11590,28,36,254,255,1,0,0,0
11600,27,35,254,255,1,0,0,0
11610,26,34,254,255,1,0,0,0
11620,24,33,254,255,1,0,0,0
11630,23,32,254,255,1,0,0,0
11640,22,31,254,255,1,0,0,0
11650,21,31,254,255,1,0,0,0
11660,20,30,254,255,1,0,0,0
11670,19,29,254,255,1,0,0,0
11680,18,28,254,255,1,0,0,0
11690,17,27,254,255,1,0,0,0
11700,16,26,254,255,1,0,0,0
11710,15,26,254,255,1,0,0,0
11720,14,25,254,255,1,0,0,0
11730,13,24,254,255,1,0,0,0
11740,12,23,254,255,1,0,0,0
11750,11,22,254,255,1,0,0,0
11760,10,21,254,255,1,0,0,0
11770,10,20,254,255,1,0,0,0
11780,9,20,254,255,1,0,0,0
11790,8,19,254,255,1,0,0,0
11800,8,18,254,255,1,0,0,0
11810,7,17,254,255,1,0,0,0
11820,6,16,254,255,1,0,0,0
11830,6,15,254,255,1,0,0,0
11840,5,14,254,255,1,0,0,0
11850,5,14,254,255,1,0,0,0
11860,4,13,254,255,1,0,0,0
11870,4,12,254,255,1,0,0,0
11880,3,11,254,255,1,0,0,0
11890,3,10,254,255,1,0,0,0
11900,2,9,254,255,1,0,0,0
11910,2,8,254,255,1,0,0,0
11920,2,8,254,255,1,0,0,0
11930,1,7,254,255,1,0,0,0
11940,1,6,254,255,1,0,0,0
11950,1,5,254,255,1,0,0,0
11960,1,4,254,255,1,0,0,0
11970,0,3,254,255,1,0,0,0
11980,0,3,254,255,1,0,0,0
11990,0,2,254,255,1,0,0,0
12000,0,1,254,255,1,0,0,0
